Order_ID,Date_Time,Time_of_Order,Demand_Level,Traffic_Congestion,Urgency_Level,Driver_Availability,Distance_km,Base_Price,MRP_Price,Competitor_Price,Weather_Impact,Special_Event,Customer_Loyalty,Stock_Availability,Final_Price,Handling_Charges,Delivery_Charges,Expiry_Days
ORD1461,8/28/2024 22:10,22:10,Medium,Moderate,Same-day,High,27.52,245.42,349.78,361.99,Stormy,None,3,Out of Stock,329.51,5.5,26.97,73
ORD1462,1/2/2024 11:39,11:39,Medium,Moderate,Express,Medium,17.94,339.7,430.77,419.4,Rainy,None,0,In-stock,422.99,14.51,26.66,225
ORD1463,12/11/2024 22:29,22:29,Low,Moderate,Express,Medium,11.82,487.31,706.89,825.07,Rainy,Sports Event,5,Low Stock,702.38,23.03,20.22,250
ORD1464,9/19/2024 20:04,20:04,Low,Heavy,Standard,High,18.53,88.11,117.34,117.54,Clear,Sports Event,1,Low Stock,135.96,3.56,25.47,287
ORD1465,11/12/2024 6:26,6:26,Medium,Light,Express,Low,4.09,217.62,246.54,229.7,Stormy,Holiday,1,In-stock,317.02,5.86,5.43,256
ORD1466,9/2/2024 7:12,7:12,Medium,Heavy,Standard,Low,3.17,327.75,489.29,499.97,Snowy,Sports Event,0,In-stock,419.35,15.34,5.86,62
ORD1467,3/3/2024 3:44,3:44,Low,Light,Standard,Medium,39.26,67.02,93.95,100.8,Rainy,None,1,In-stock,131.5,2.25,47.35,267
ORD1468,8/8/2024 5:23,5:23,Medium,Heavy,Express,Low,36.17,201.5,266.15,278.36,Rainy,Sports Event,0,In-stock,281.97,4.53,35.44,160
ORD1469,1/21/2024 16:48,16:48,Medium,Moderate,Standard,Low,13.4,359.31,402.2,338.84,Clear,Holiday,1,Out of Stock,553.61,10.82,7.21,285
ORD1470,8/14/2024 20:56,20:56,Medium,Heavy,Same-day,Medium,29.79,192.78,245.34,289.04,Snowy,Sports Event,4,Low Stock,345.54,7.47,55.98,203
ORD1471,3/25/2024 10:08,10:08,Medium,Heavy,Standard,Low,44.2,117.69,139.72,126.12,Clear,None,4,In-stock,158.6,2.54,24.29,129
ORD1472,4/28/2024 1:21,1:21,High,Heavy,Express,Medium,4.79,329.64,447.59,382.91,Snowy,Holiday,2,In-stock,590.34,10.86,7.7,45
ORD1473,9/3/2024 15:26,15:26,Low,Heavy,Same-day,High,44.02,153.79,199.91,227.07,Snowy,Sports Event,1,Out of Stock,265.41,6.01,60.84,106
ORD1474,3/8/2024 21:30,21:30,High,Heavy,Standard,High,33.3,379.17,558.72,646.72,Clear,Holiday,4,Out of Stock,732.85,15.6,62.86,362
ORD1475,4/11/2024 15:07,15:07,Medium,Heavy,Same-day,High,13.78,134.32,187.22,186.35,Rainy,Holiday,0,Out of Stock,192.51,3.36,17.39,352
ORD1476,5/11/2024 15:07,15:07,Low,Heavy,Express,High,28.88,435.06,518.27,449.89,Stormy,Sports Event,2,Low Stock,686.94,9.81,45.14,67
ORD1477,10/28/2024 7:03,7:03,Medium,Light,Express,Low,6,473.56,667.15,613.63,Clear,Holiday,3,Low Stock,682.07,9.51,11.41,154
ORD1478,2/15/2024 14:41,14:41,Medium,Heavy,Same-day,Low,13.3,351.04,410.11,406.58,Stormy,Holiday,1,Out of Stock,500.71,10.36,14.64,151
ORD1479,11/13/2024 19:37,19:37,Medium,Moderate,Standard,High,28.39,21.51,26.42,31.67,Snowy,Sports Event,4,Low Stock,75.04,0.48,46.85,242
ORD1480,10/18/2024 19:15,19:15,Medium,Heavy,Same-day,Low,25.83,162.02,179.44,214.91,Rainy,Sports Event,0,Out of Stock,289.25,5.91,26.54,235
ORD1481,10/22/2024 6:42,6:42,High,Light,Standard,High,41.94,420.56,623.98,687.17,Stormy,Sports Event,0,In-stock,829.43,9.62,75.61,283
ORD1482,2/23/2024 22:12,22:12,Low,Heavy,Same-day,Low,11.36,72.71,103.69,87.27,Stormy,Sports Event,2,Low Stock,103.88,2.8,5.96,127
ORD1483,7/11/2024 17:51,17:51,Medium,Heavy,Standard,Medium,19.41,266.88,334.66,317.96,Clear,Holiday,0,Out of Stock,452.85,10,16.77,83
ORD1484,12/17/2024 2:20,2:20,High,Light,Express,High,16.08,392.58,560.6,550.81,Snowy,Sports Event,3,In-stock,617.68,16.6,21.43,268
ORD1485,1/31/2024 4:49,4:49,Low,Heavy,Express,Medium,16.25,79.62,93.37,95.66,Stormy,Holiday,4,Low Stock,136.54,3.47,21.05,60
ORD1486,1/28/2024 19:13,19:13,Low,Light,Express,High,40.23,422.62,548.11,591.77,Clear,None,4,In-stock,579.69,20.88,36.58,172
ORD1487,5/9/2024 22:48,22:48,Low,Moderate,Same-day,High,4.33,79.6,115.21,106.02,Stormy,Sports Event,0,Low Stock,101.66,2.73,4.56,364
ORD1488,3/23/2024 16:21,16:21,Medium,Light,Same-day,High,34.68,18.02,21.82,17.54,Stormy,Sports Event,5,Low Stock,55.01,0.79,26.32,321
ORD1489,8/24/2024 13:44,13:44,Medium,Heavy,Same-day,Low,32.36,455.01,621.53,558.47,Snowy,Holiday,1,In-stock,661.36,14.69,18.1,294
ORD1490,5/5/2024 13:01,13:01,Low,Moderate,Express,Low,22.28,477.45,646.49,707.98,Rainy,Sports Event,5,Out of Stock,623.42,13.73,43.7,198
ORD1491,9/23/2024 20:49,20:49,High,Heavy,Same-day,High,17.18,268.62,359.48,297.86,Snowy,Holiday,3,Low Stock,396.05,5.9,21.49,219
ORD1492,3/25/2024 9:05,9:05,Medium,Moderate,Express,Low,6.09,177.1,251.43,206.11,Snowy,None,2,Low Stock,183.86,4.12,3.56,204
ORD1493,11/18/2024 0:50,0:50,High,Light,Same-day,Medium,43.61,366.6,489.9,526.41,Snowy,Sports Event,2,In-stock,746,15.6,30.33,9
ORD1494,9/22/2024 1:56,1:56,High,Light,Express,Medium,9.86,269.54,385.66,309.6,Stormy,Holiday,5,Out of Stock,478.45,8.14,14.33,345
ORD1495,11/1/2024 5:05,5:05,Medium,Moderate,Standard,High,6.8,188.28,218.7,184.05,Clear,Holiday,3,Out of Stock,317.1,8.96,8.22,222
ORD1496,5/14/2024 5:07,5:07,Low,Moderate,Standard,Medium,10.88,149.04,222.87,251.76,Snowy,Holiday,2,Out of Stock,225.61,7.29,7.54,65
ORD1497,11/10/2024 23:20,23:20,High,Moderate,Standard,High,16.32,382.82,427.7,390.72,Snowy,None,1,Out of Stock,622.63,12.87,28.65,16
ORD1498,12/9/2024 12:22,12:22,Medium,Heavy,Same-day,High,16.04,217.35,281.84,258.64,Stormy,None,5,Out of Stock,327.82,5.45,25.75,83
ORD1499,5/6/2024 7:48,7:48,Low,Moderate,Standard,Low,9.81,183.84,243.03,285.15,Stormy,None,4,In-stock,230.32,6.63,8.07,131
ORD1500,10/4/2024 14:06,14:06,High,Moderate,Express,High,31.08,327.07,438.76,506.05,Snowy,Sports Event,0,Out of Stock,521.77,14.08,28.28,98
ORD1501,10/8/2024 17:47,17:47,Low,Light,Same-day,Medium,39.94,496.63,711.23,706.7,Snowy,Holiday,0,Out of Stock,715.76,16.09,33.26,71
ORD1502,4/9/2024 13:00,13:00,Low,Moderate,Express,Low,43.57,95.41,121.03,105.67,Rainy,Sports Event,3,Low Stock,165.62,2.45,50.77,341
ORD1503,5/25/2024 2:02,2:02,Medium,Heavy,Same-day,Low,23.58,49.4,68.05,67.09,Clear,Holiday,5,Low Stock,106.76,2.27,40.53,126
ORD1504,11/6/2024 13:50,13:50,Medium,Heavy,Same-day,High,2.89,102.62,149.61,139.54,Clear,None,5,Low Stock,134.68,5.11,4.13,298
ORD1505,6/2/2024 7:25,7:25,Medium,Moderate,Same-day,High,41.68,251.14,296.2,280.39,Stormy,Sports Event,4,Out of Stock,428.23,11.34,60.81,98
ORD1506,2/19/2024 15:33,15:33,Medium,Moderate,Same-day,Medium,38.32,12.8,14.59,12.43,Clear,Sports Event,0,In-stock,79.15,0.61,61.08,126
ORD1507,4/19/2024 10:09,10:09,Low,Moderate,Standard,Medium,46.42,295.4,412.96,415.06,Snowy,None,3,Out of Stock,407.84,11.04,38.92,207
ORD1508,8/24/2024 18:29,18:29,High,Heavy,Same-day,High,14.3,264.55,362.16,327.93,Clear,Holiday,0,Out of Stock,513.84,7.72,8.29,282
ORD1509,3/27/2024 16:45,16:45,High,Light,Standard,High,27.46,235.77,277.76,286.1,Rainy,Holiday,0,In-stock,384.01,5.05,15.62,131
ORD1510,12/12/2024 16:07,16:07,High,Moderate,Same-day,Medium,43.87,73.34,101.61,119.19,Stormy,Sports Event,2,Low Stock,206.88,1.77,86.31,213
ORD1511,1/6/2024 16:20,16:20,Medium,Moderate,Standard,Low,28.44,338.48,440.09,452.64,Clear,Holiday,1,In-stock,531.26,14.84,49.41,247
ORD1512,3/28/2024 3:34,3:34,Medium,Heavy,Same-day,Medium,16.53,245.89,275.2,234.5,Clear,Sports Event,0,Out of Stock,365.76,7.82,22.5,145
ORD1513,7/16/2024 18:50,18:50,Low,Moderate,Express,Medium,7.38,395.33,459.4,438.29,Rainy,None,1,Low Stock,523.49,19.41,4.5,295
ORD1514,2/14/2024 11:03,11:03,Medium,Heavy,Standard,Low,14.28,376.58,442.8,516.01,Stormy,Holiday,0,Out of Stock,594.54,18.52,19.8,248
ORD1515,10/23/2024 23:35,23:35,High,Light,Express,High,4.2,403.36,532.19,454.45,Clear,Holiday,5,In-stock,798.47,12.58,8.17,323
ORD1516,4/29/2024 20:39,20:39,Low,Moderate,Standard,High,29.52,156.86,212.63,203.49,Snowy,Sports Event,3,In-stock,272.27,7.33,37.26,239
ORD1517,11/9/2024 14:45,14:45,Low,Heavy,Express,High,25.65,444.88,573.48,525.22,Stormy,None,2,Out of Stock,570.53,15.11,40.92,59
ORD1518,7/16/2024 22:03,22:03,High,Light,Standard,Low,2.95,419.66,488.18,471.93,Clear,Sports Event,4,Out of Stock,793.47,14.08,5.03,183
ORD1519,6/28/2024 14:52,14:52,High,Heavy,Same-day,High,21.71,358.62,497.4,473.85,Clear,Holiday,3,Out of Stock,648.75,8,25.78,17
ORD1520,2/14/2024 17:03,17:03,Medium,Moderate,Standard,High,7,63.66,87.34,77.68,Clear,None,0,In-stock,85,1.87,7.68,259
ORD1521,1/7/2024 13:23,13:23,Medium,Light,Standard,Low,5.6,330.19,454.27,483.85,Clear,Holiday,3,Low Stock,438.29,12.97,3.71,178
ORD1522,12/22/2024 19:57,19:57,High,Light,Standard,High,6,149.84,171.56,198.55,Stormy,Holiday,0,In-stock,266.1,3.76,3.76,70
ORD1523,8/29/2024 14:20,14:20,Medium,Light,Express,Medium,25.85,265.8,306.65,262.52,Clear,Holiday,3,Low Stock,410.13,6.04,13.73,97
ORD1524,2/11/2024 14:48,14:48,Low,Heavy,Same-day,Medium,5.71,304.02,388.42,365.4,Stormy,Sports Event,5,Out of Stock,495.42,11.48,5.61,37
ORD1525,2/5/2024 23:47,23:47,High,Light,Standard,High,29.54,203.28,240.23,280.58,Snowy,Holiday,3,Out of Stock,378.79,7.38,40.25,355
ORD1526,10/30/2024 17:05,17:05,High,Heavy,Express,Low,36.42,495.29,578.55,650.46,Rainy,Sports Event,3,In-stock,757.27,20.77,41.82,202
ORD1527,2/3/2024 22:07,22:07,Low,Heavy,Express,Medium,40.68,67.73,99,106.33,Snowy,Sports Event,4,Out of Stock,178.46,2.79,79.85,307
ORD1528,7/29/2024 16:38,16:38,High,Moderate,Same-day,Medium,20.91,347.12,520.28,580.46,Stormy,Sports Event,4,Low Stock,621.47,7.89,40.93,310
ORD1529,5/19/2024 1:10,1:10,Medium,Moderate,Express,High,23.51,493.27,683.01,783.8,Snowy,None,5,In-stock,763.27,10.2,44.42,148
ORD1530,10/9/2024 6:57,6:57,High,Heavy,Standard,High,49.96,89.53,129.65,122.15,Snowy,None,2,In-stock,162.24,2.37,36.86,227
ORD1531,3/16/2024 1:26,1:26,Low,Light,Express,Medium,9.71,279.71,417.93,492.72,Rainy,Holiday,5,In-stock,360.16,9.29,8.44,277
ORD1532,3/16/2024 21:22,21:22,Medium,Light,Same-day,High,16.24,406.62,541.5,622.29,Rainy,None,2,Low Stock,482.84,11.88,13.22,298
ORD1533,9/27/2024 0:57,0:57,Medium,Light,Standard,Medium,15.91,286.91,424.16,417.3,Snowy,Holiday,0,Low Stock,374.82,6.99,10.94,320
ORD1534,9/17/2024 7:23,7:23,High,Moderate,Standard,High,46.83,53.44,60.86,68.61,Snowy,Sports Event,3,Out of Stock,179.94,1.82,84.56,208
ORD1535,12/27/2024 14:53,14:53,Medium,Heavy,Express,High,45.25,176.49,216.25,182.92,Snowy,Sports Event,3,Out of Stock,306.69,8.05,46.01,46
ORD1536,12/17/2024 19:14,19:14,High,Moderate,Express,Medium,27.7,258.02,313.5,309.5,Snowy,Sports Event,4,In-stock,507.8,5.75,24.77,186
ORD1537,10/13/2024 11:47,11:47,Low,Heavy,Same-day,High,8.16,492.99,622.01,569.33,Stormy,Holiday,5,Low Stock,614.88,16.88,7.57,93
ORD1538,5/9/2024 22:52,22:52,Medium,Light,Same-day,Medium,18.49,429.08,584.5,470.03,Stormy,Sports Event,3,In-stock,665.4,14.2,14.56,155
ORD1539,2/16/2024 12:34,12:34,Low,Heavy,Standard,Low,17.67,76.22,95.54,112.12,Snowy,None,5,Low Stock,111.46,2.46,11.81,217
ORD1540,1/3/2024 14:31,14:31,Low,Light,Express,High,26.03,198.12,283.11,260.23,Stormy,None,0,Low Stock,253.11,3.97,46.85,192
ORD1541,12/16/2024 19:56,19:56,Low,Light,Standard,Low,27.66,189,254.98,305.03,Rainy,Sports Event,4,In-stock,256.24,6.36,17.45,318
ORD1542,9/21/2024 16:50,16:50,High,Moderate,Standard,Low,17.67,173.58,194.8,217.45,Snowy,Sports Event,1,Out of Stock,318.51,7.24,11.74,165
ORD1543,2/17/2024 22:04,22:04,Low,Heavy,Standard,Medium,7.2,335.78,493.81,501.05,Stormy,Sports Event,5,In-stock,553.76,6.75,4.36,41
ORD1544,7/9/2024 10:16,10:16,Medium,Moderate,Standard,Medium,37.7,46.42,65.91,54.25,Clear,None,1,Out of Stock,106.36,1.62,42.4,55
ORD1545,5/18/2024 23:42,23:42,Low,Moderate,Standard,Low,47.71,499.85,652.57,632.37,Rainy,Holiday,2,Low Stock,771.49,16.87,84.38,46
ORD1546,7/6/2024 0:07,0:07,Medium,Heavy,Same-day,High,45.69,116.64,167.75,161.59,Clear,Holiday,4,Out of Stock,232.21,4.31,59.95,145
ORD1547,6/4/2024 19:29,19:29,Medium,Light,Same-day,Medium,22.19,127.13,181.35,179.64,Clear,None,0,Low Stock,221.87,5.62,43.15,315
ORD1548,6/4/2024 4:21,4:21,High,Moderate,Same-day,High,34.17,380.01,495.32,543.3,Rainy,Sports Event,4,In-stock,797.24,18.69,24.84,258
ORD1549,6/23/2024 0:34,0:34,Low,Moderate,Same-day,Low,39.41,381.23,474.55,382.33,Snowy,Holiday,3,In-stock,559.63,12.7,37.07,232
ORD1550,9/19/2024 22:48,22:48,Medium,Moderate,Same-day,Low,17.98,32.35,35.78,33.64,Rainy,None,4,Out of Stock,76.24,0.83,33.76,57
ORD1551,3/8/2024 9:41,9:41,High,Heavy,Standard,Low,26.09,312.62,388.37,380.62,Clear,Holiday,3,Low Stock,516.9,13.96,17.32,217
ORD1552,10/5/2024 1:08,1:08,High,Moderate,Same-day,Medium,1.54,412.14,493.32,536.31,Rainy,None,4,In-stock,739.5,19.95,1.55,40
ORD1553,9/11/2024 7:50,7:50,High,Light,Express,Low,44.96,14.22,18.14,21.64,Clear,None,1,Low Stock,83.05,0.69,62.16,303
ORD1554,2/21/2024 3:36,3:36,High,Heavy,Same-day,Medium,19.42,76.3,94.14,99.35,Stormy,None,5,In-stock,139.89,2.36,9.78,3
ORD1555,5/23/2024 3:27,3:27,Medium,Heavy,Standard,Medium,31.26,51.51,63.63,54.38,Rainy,None,0,Low Stock,87.31,1.92,28,360
ORD1556,5/5/2024 1:23,1:23,Low,Light,Same-day,Medium,13.4,434.42,568.06,484.4,Stormy,Holiday,0,Out of Stock,675.47,21.02,9.15,65
ORD1557,7/20/2024 16:28,16:28,High,Heavy,Standard,High,7.2,163.71,219.69,244.47,Clear,Sports Event,1,Out of Stock,335.65,6.21,7.4,41
ORD1558,5/10/2024 21:38,21:38,Medium,Heavy,Same-day,Medium,10.99,176.61,206.9,241.35,Rainy,Holiday,0,Out of Stock,296.79,6.23,20.76,171
ORD1559,8/28/2024 18:34,18:34,Medium,Light,Express,Medium,34.75,330.54,485.73,471.59,Clear,Sports Event,2,In-stock,521.72,14.45,52.9,106
ORD1560,12/23/2024 10:46,10:46,Medium,Moderate,Standard,Medium,30.86,62.76,81.36,85.23,Clear,None,2,In-stock,138.01,2.58,54.66,102
ORD1561,8/11/2024 3:35,3:35,Low,Moderate,Standard,Low,14.92,187.11,258.55,244.47,Stormy,None,3,In-stock,246.27,4.95,12.65,82
ORD1562,3/18/2024 0:32,0:32,Medium,Light,Standard,Medium,23.81,301.35,339.75,279.57,Clear,Holiday,5,In-stock,452.47,13.71,45.94,129
ORD1563,4/21/2024 9:20,9:20,Medium,Moderate,Same-day,High,8.13,172.81,253.11,284.79,Snowy,Sports Event,2,Low Stock,281.52,3.85,14.21,307
ORD1564,2/12/2024 5:07,5:07,Low,Moderate,Standard,High,26.85,377.4,563.14,496.57,Snowy,Holiday,5,Out of Stock,648.08,12.55,47.21,165
ORD1565,8/21/2024 17:39,17:39,Medium,Heavy,Express,High,25.07,48.59,54.34,52.55,Rainy,Holiday,2,Out of Stock,80.35,1.92,18.64,178
ORD1566,5/31/2024 2:16,2:16,Medium,Heavy,Same-day,High,37.83,292.13,353.1,403.01,Snowy,Holiday,5,Out of Stock,451.68,7.33,37.59,169
ORD1567,1/6/2024 5:22,5:22,Low,Moderate,Same-day,Medium,30.7,389.02,462.72,548.28,Stormy,Sports Event,1,Low Stock,610.87,18.67,24.64,42
ORD1568,9/10/2024 9:28,9:28,Medium,Moderate,Same-day,High,5.84,237.32,321.78,331.82,Snowy,Holiday,3,Low Stock,348.37,7.55,3.4,108
ORD1569,4/13/2024 20:11,20:11,Medium,Heavy,Same-day,Low,30,423.3,586.55,579.97,Snowy,Holiday,2,Low Stock,637.45,11.08,26.34,293
ORD1570,9/26/2024 3:54,3:54,High,Heavy,Standard,High,37.59,210.44,268.06,286.67,Clear,Holiday,1,Out of Stock,373.03,4.84,47.88,161
ORD1571,2/26/2024 13:20,13:20,Low,Moderate,Standard,Low,48.41,42.06,57.26,53.48,Rainy,Holiday,1,In-stock,83.93,1.99,33.18,100
ORD1572,2/6/2024 5:12,5:12,Medium,Light,Standard,High,13.78,177.11,201.78,186.12,Clear,Holiday,1,Low Stock,244.54,6.09,22.49,107
ORD1573,6/25/2024 7:34,7:34,High,Heavy,Same-day,High,5.55,291.5,434.1,403.68,Snowy,Holiday,4,In-stock,531.26,14.2,7.72,58
ORD1574,6/5/2024 15:18,15:18,High,Moderate,Same-day,Medium,20.76,378.09,520.3,551.52,Stormy,Sports Event,5,Low Stock,644.35,18.34,35.05,361
ORD1575,10/12/2024 6:35,6:35,Low,Heavy,Standard,Medium,24.86,250.63,311.52,262.23,Rainy,None,2,Out of Stock,406.04,10.21,41.68,220
ORD1576,9/4/2024 8:37,8:37,Medium,Light,Standard,Medium,7.5,276.68,409.97,488.98,Rainy,Holiday,1,In-stock,425.67,10.64,5.1,362
ORD1577,4/10/2024 1:45,1:45,Low,Heavy,Standard,High,44.85,176.85,195.03,226.25,Snowy,Sports Event,0,Out of Stock,352.73,7.24,70.11,30
ORD1578,6/9/2024 23:44,23:44,High,Moderate,Same-day,High,25.6,375.52,416.83,473.63,Clear,None,1,Out of Stock,705.85,16.49,27.72,89
ORD1579,4/22/2024 11:35,11:35,Medium,Moderate,Standard,Medium,32.9,138.04,156.74,138.81,Rainy,Holiday,4,Out of Stock,250.02,6.8,22.78,313
ORD1580,7/27/2024 8:08,8:08,Low,Heavy,Standard,High,30.96,173.21,223.27,266.73,Rainy,Holiday,2,Low Stock,273,3.59,41.29,280
ORD1581,6/10/2024 1:06,1:06,Medium,Light,Same-day,Low,48.68,446.59,611.61,688.3,Snowy,Holiday,2,In-stock,811.03,21.87,58.98,321
ORD1582,6/27/2024 23:25,23:25,Medium,Light,Same-day,Medium,9.44,389.49,466.85,402.57,Rainy,Sports Event,0,Out of Stock,692.67,9.72,14.99,282
ORD1583,8/23/2024 23:25,23:25,Medium,Light,Same-day,Medium,37.86,444.8,490.06,561.88,Snowy,None,1,Low Stock,583.45,14.27,19.73,364
ORD1584,9/29/2024 9:18,9:18,Low,Light,Standard,Medium,26.13,425.46,631.24,623.11,Stormy,Sports Event,5,In-stock,620.61,10.33,47.88,22
ORD1585,6/17/2024 8:12,8:12,Medium,Light,Express,Medium,46.42,486.99,545.7,493.79,Rainy,Holiday,2,In-stock,708.74,19.19,92.78,76
ORD1586,7/17/2024 10:03,10:03,High,Moderate,Express,High,23.06,351.02,524.75,573.07,Stormy,Holiday,3,Out of Stock,614.74,7.4,27.05,3
ORD1587,1/30/2024 12:53,12:53,Low,Light,Standard,Medium,19.36,298.12,363.04,424.6,Rainy,Holiday,4,Low Stock,384.8,7.93,31.02,192
ORD1588,5/26/2024 8:13,8:13,Low,Light,Standard,Low,14.57,206.15,231.78,218.13,Rainy,Holiday,5,Out of Stock,309.94,7.43,19.14,148
ORD1589,6/24/2024 22:13,22:13,Low,Heavy,Standard,Medium,26.87,399.4,496.93,578.83,Snowy,Holiday,3,Low Stock,611.18,18.46,29.85,35
ORD1590,9/4/2024 14:22,14:22,High,Heavy,Same-day,High,26.82,497.32,642.85,736.41,Snowy,Holiday,1,Low Stock,765.54,19.52,49.63,19
ORD1591,2/19/2024 14:56,14:56,Medium,Heavy,Standard,Medium,24.02,294.47,434.42,367.14,Clear,Sports Event,0,Out of Stock,514.67,7.69,27.66,238
ORD1592,6/22/2024 3:37,3:37,High,Light,Standard,High,3.15,490.09,612.68,583.4,Snowy,None,3,Out of Stock,831.25,18.83,2.53,125
ORD1593,1/25/2024 12:12,12:12,Medium,Light,Same-day,Low,3.65,386.29,431.27,380.3,Stormy,Holiday,1,Low Stock,505.57,16.3,5.23,73
ORD1594,9/21/2024 16:22,16:22,Medium,Moderate,Same-day,Medium,5.48,97.63,141.46,159.05,Rainy,Holiday,5,Low Stock,159.47,4.85,5.25,264
ORD1595,2/29/2024 1:33,1:33,Low,Light,Express,High,34.5,326.21,452.86,422.75,Snowy,Holiday,0,In-stock,528.82,9.91,22.17,93
ORD1596,10/25/2024 0:00,0:00,Low,Light,Express,High,22.82,277.62,372.21,348.21,Clear,None,1,In-stock,384.43,7.15,22.87,258
ORD1597,6/9/2024 17:58,17:58,Medium,Heavy,Standard,High,22.51,172.76,225.48,196.71,Stormy,Sports Event,4,Low Stock,249.85,5.01,23.7,305
ORD1598,11/20/2024 0:34,0:34,Medium,Light,Standard,Low,7.13,98.55,146.5,120.99,Stormy,Holiday,3,Low Stock,122.88,3.74,10.69,299
ORD1599,12/4/2024 17:10,17:10,Low,Heavy,Same-day,High,9.45,279.67,413.06,365.09,Snowy,Sports Event,2,In-stock,493.5,11.25,10.64,334
ORD1600,2/19/2024 21:52,21:52,Low,Moderate,Standard,Low,41.87,334.75,436.25,370.32,Stormy,Sports Event,3,Out of Stock,441.48,7.24,40.07,78
ORD1601,8/29/2024 8:39,8:39,Low,Light,Express,High,34.82,126.31,155.14,132.8,Rainy,Sports Event,3,Out of Stock,249.67,5.47,61.17,5
ORD1602,2/16/2024 11:46,11:46,Low,Heavy,Express,Medium,32.91,39.29,43.92,49.73,Clear,Sports Event,3,Out of Stock,69.98,1,19.63,218
ORD1603,10/7/2024 22:20,22:20,Low,Light,Same-day,High,41.63,75.25,108.81,129.08,Snowy,Holiday,2,In-stock,128.48,3.05,29.49,102
ORD1604,10/13/2024 9:18,9:18,Medium,Moderate,Standard,Low,32.91,307.52,394.68,434,Clear,Sports Event,4,Low Stock,488.07,15.17,58.7,282
ORD1605,7/21/2024 10:40,10:40,Medium,Heavy,Same-day,Low,29.04,346.69,512.91,561.57,Stormy,None,4,Out of Stock,468.82,17.23,18.35,56
ORD1606,9/19/2024 6:09,6:09,Medium,Light,Standard,Low,48.19,169.86,248.5,213.31,Snowy,Sports Event,4,Low Stock,248.04,6.15,44.96,224
ORD1607,2/22/2024 14:19,14:19,Medium,Light,Standard,Medium,19.76,127.74,175.85,184.81,Snowy,Sports Event,4,Out of Stock,226.15,4,32.62,78
ORD1608,12/8/2024 15:18,15:18,High,Heavy,Same-day,High,12.2,433.99,597.09,714.21,Stormy,None,0,In-stock,719.31,14.48,16.9,296
ORD1609,7/9/2024 19:34,19:34,Low,Heavy,Express,Medium,6.74,481.17,536.2,487.83,Rainy,None,1,In-stock,661.35,20.24,5.88,87
ORD1610,3/7/2024 9:09,9:09,High,Heavy,Express,Medium,8.45,60.15,87.28,70.63,Clear,Holiday,1,Out of Stock,121.28,2.8,12.34,203
ORD1611,4/4/2024 8:22,8:22,High,Heavy,Same-day,Low,3.36,379.05,478.24,521.88,Clear,None,2,Out of Stock,692.3,18.06,2.27,234
ORD1612,8/13/2024 2:54,2:54,High,Light,Same-day,Low,18.48,497.32,593.81,600.7,Snowy,Holiday,5,Low Stock,790.93,12.1,17.56,166
ORD1613,7/1/2024 17:03,17:03,High,Light,Same-day,Medium,42.79,252.55,341.2,395.26,Rainy,Holiday,0,In-stock,482.75,6.41,52.54,275
ORD1614,8/12/2024 20:18,20:18,Low,Heavy,Express,High,15.17,250.92,286.51,241.41,Clear,Holiday,4,In-stock,406.34,8.17,19.16,93
ORD1615,12/5/2024 2:46,2:46,High,Light,Express,Low,33.24,174.8,208.99,205.8,Clear,Holiday,3,Low Stock,246.72,7.27,17.64,128
ORD1616,2/3/2024 15:44,15:44,High,Moderate,Express,Medium,14.92,116.2,163.9,158.5,Clear,Sports Event,5,Low Stock,193.51,5.79,22.28,219
ORD1617,1/17/2024 2:31,2:31,High,Heavy,Standard,Medium,1.63,236.08,336.84,395.84,Clear,Sports Event,3,Out of Stock,377.4,8.01,1.32,77
ORD1618,10/4/2024 21:10,21:10,High,Light,Express,Medium,42.75,384.76,558.34,493.43,Snowy,Sports Event,0,Out of Stock,776.12,9.55,61.41,312
ORD1619,4/7/2024 21:08,21:08,High,Heavy,Express,High,49.03,229.22,300.06,328.46,Stormy,None,0,In-stock,472.63,11.13,79.73,123
ORD1620,12/11/2024 8:01,8:01,Medium,Light,Standard,Medium,39.58,497.63,597.51,630.52,Snowy,Holiday,3,In-stock,798.73,11.99,78.46,20
ORD1621,11/8/2024 12:19,12:19,High,Heavy,Standard,High,34.64,492.05,557.59,600.5,Snowy,None,2,Out of Stock,853.74,21.32,30.37,233
ORD1622,12/31/2024 21:28,21:28,Medium,Moderate,Standard,High,47.92,237.05,312.78,358.48,Snowy,None,1,In-stock,364.91,5.72,72.16,290
ORD1623,3/11/2024 9:36,9:36,Low,Light,Standard,Medium,22.81,166.57,209.39,173.94,Stormy,Sports Event,3,Out of Stock,253.55,3.91,14.45,55
ORD1624,10/13/2024 11:03,11:03,High,Heavy,Same-day,Low,20.96,486.76,701.79,757.37,Clear,Sports Event,3,In-stock,839.72,23.66,23.08,85
ORD1625,6/6/2024 0:02,0:02,Medium,Light,Standard,Low,23.76,412.42,464.77,482.56,Clear,None,0,Low Stock,549.06,12.63,31.1,291
ORD1626,5/6/2024 23:47,23:47,Medium,Moderate,Same-day,Low,44.93,324.87,386.68,409.47,Snowy,Holiday,4,Out of Stock,533.49,8.16,75.01,77
ORD1627,2/2/2024 20:50,20:50,High,Moderate,Standard,High,27.39,204.47,277.37,305.32,Snowy,Holiday,2,In-stock,439.62,7.34,46.33,194
