Order_ID,Date_Time,Time_of_Order,Demand_Level,Traffic_Congestion,Urgency_Level,Driver_Availability,Distance_km,Base_Price,MRP_Price,Competitor_Price,Weather_Impact,Special_Event,Customer_Loyalty,Stock_Availability,Final_Price,Handling_Charges,Delivery_Charges
11302,2025-02-27 19:47:36.984603,Night,High,Light,Standard,Medium,1.08,49.73,54.31,54.55,Rainy,None,Medium,High,48.56,2.42,12.28
11303,2025-03-05 01:53:20.984603,Night,Medium,Moderate,Standard,Medium,1.08,31.28,40.44,35.69,Clear,None,High,Medium,29.72,6.33,16.67
11304,2025-03-03 04:35:58.984603,Night,Medium,Moderate,Urgent,Low,1.08,23.07,27.99,23.08,Stormy,Festival,Medium,High,21.46,7.67,10.74
11305,2025-02-27 12:47:07.984603,Afternoon,High,Light,Standard,High,1.08,44.43,50.23,44.72,Stormy,Holiday,Low,Medium,46.65,8.97,11.65
11306,2025-03-05 02:56:15.984603,Night,Low,Moderate,Standard,Medium,1.08,26.59,30.75,30.9,Clear,None,Medium,Medium,26.59,7.71,10.64
11307,2025-02-27 23:37:10.984603,Night,Low,Light,Standard,Low,1.08,18.86,25.62,19.3,Stormy,Concert,High,Medium,17.92,8.41,10.51
11308,2025-03-03 04:29:31.984603,Night,Medium,Light,Standard,Medium,1.08,12.39,20.04,10.17,Clear,None,High,High,10.95,4.72,12.89
11309,2025-03-04 09:11:58.984603,Morning,Low,Moderate,Standard,Medium,1.08,38.5,46.62,40.28,Stormy,None,High,Medium,36.57,8.52,17.13
11310,2025-03-04 14:55:23.984603,Afternoon,High,Moderate,Urgent,Low,1.08,31.83,39.08,31.6,Clear,Festival,Low,High,31.08,2.64,10.43
11311,2025-02-27 11:58:41.984603,Morning,Low,Moderate,Standard,Medium,1.08,9.16,13.13,12.01,Clear,None,Medium,Medium,9.16,9.16,12.86
11312,2025-02-28 00:16:01.984603,Night,Medium,Moderate,Flexible,Medium,1.08,31.62,35.6,34.45,Stormy,Festival,Low,High,29.41,6.38,15.06
11313,2025-02-26 15:45:42.984603,Afternoon,Medium,Heavy,Urgent,Medium,1.08,12.18,16.31,16.54,Clear,Holiday,Medium,High,12.46,8.54,9.04
11314,2025-02-28 09:31:12.984603,Morning,Low,Moderate,Flexible,Medium,1.08,49.18,50.52,45.56,Snowy,Festival,Medium,Medium,49.18,5.62,9.16
11315,2025-03-02 09:21:42.984603,Morning,Medium,Light,Flexible,Medium,1.08,16.69,26.18,16.900000000000002,Clear,Holiday,Low,High,15.52,7.15,19.0
11316,2025-03-01 09:58:49.984603,Morning,Low,Light,Standard,Medium,1.08,36.32,39.08,39.18,Clear,None,Medium,Medium,36.32,6.21,15.85
11317,2025-02-27 16:17:35.984603,Afternoon,Medium,Light,Flexible,Medium,1.08,34.52,36.95,33.870000000000005,Stormy,Concert,Low,Low,34.52,7.85,13.66
11318,2025-02-27 12:34:30.984603,Afternoon,Low,Heavy,Urgent,High,1.08,36.11,42.08,37.38,Clear,None,Medium,Medium,39.72,2.65,14.72
11319,2025-03-01 15:28:17.984603,Afternoon,High,Light,Standard,Medium,1.08,24.35,25.78,27.520000000000003,Clear,Holiday,Medium,Low,25.57,2.48,5.44
11320,2025-02-26 18:04:22.984603,Night,High,Light,Standard,Medium,1.08,8.34,16.88,8.07,Clear,None,Medium,Medium,8.76,3.98,14.27
11321,2025-03-04 04:44:41.984603,Night,Low,Light,Flexible,High,1.08,49.1,57.99,48.18,Snowy,Holiday,Medium,Low,49.1,3.28,12.64
11322,2025-03-03 19:55:37.984603,Night,Low,Heavy,Flexible,Medium,1.08,13.62,18.2,10.43,Stormy,Holiday,Low,Low,14.98,8.97,13.19
11323,2025-03-04 01:04:39.984603,Night,Medium,Light,Standard,Low,1.08,39.64,49.38,42.89,Clear,Concert,Low,Low,39.64,3.75,10.39
11324,2025-02-27 17:51:07.984603,Afternoon,Low,Heavy,Standard,Medium,1.08,11.19,15.11,14.15,Clear,Concert,Medium,Low,12.31,9.81,6.22
11325,2025-03-03 11:03:05.984603,Morning,High,Light,Standard,High,1.08,17.65,20.99,20.08,Clear,Concert,Low,Medium,18.53,4.7,7.9
11326,2025-03-04 13:13:06.984603,Afternoon,Medium,Light,Flexible,High,1.08,30.19,40.1,29.12,Rainy,None,Medium,High,28.08,3.46,19.26
11327,2025-02-27 07:51:53.984603,Morning,Medium,Light,Standard,High,1.08,23.61,26.86,24.44,Snowy,Concert,High,High,20.86,8.32,11.13
11328,2025-02-28 01:43:00.984603,Night,High,Heavy,Flexible,Medium,1.08,48.12,53.12,44.36,Rainy,Holiday,Medium,High,51.69,7.27,12.0
11329,2025-02-27 03:36:26.984603,Night,Medium,Heavy,Standard,High,1.08,43.15,49.66,41.35,Clear,Concert,Medium,Low,47.46,5.99,5.79
11330,2025-02-28 18:42:11.984603,Night,High,Light,Standard,Low,1.08,46.48,50.38,45.84,Rainy,Festival,Medium,Low,48.8,6.44,5.56
11331,2025-02-27 02:11:53.984603,Night,High,Light,Flexible,Medium,1.08,33.83,38.29,29.27,Snowy,None,Medium,Low,35.52,7.75,15.76
11332,2025-03-05 04:03:55.984603,Night,Low,Moderate,Standard,High,1.08,14.85,22.34,10.89,Rainy,None,Low,Medium,14.85,3.83,13.07
11333,2025-02-27 09:19:52.984603,Morning,Low,Light,Flexible,Medium,1.08,28.33,35.84,31.63,Snowy,Concert,Medium,High,26.35,9.97,12.63
11334,2025-03-05 09:14:31.984603,Morning,High,Light,Standard,Low,1.08,39.45,47.68000000000001,44.16,Clear,None,High,High,36.6,9.8,8.65
11335,2025-03-05 03:29:25.984603,Night,High,Light,Standard,Medium,1.08,7.91,14.25,6.13,Stormy,None,High,Medium,7.89,7.2,16.17
11336,2025-02-27 10:21:28.984603,Morning,Low,Light,Flexible,High,1.08,43.84,46.940000000000005,39.91,Rainy,Concert,High,Medium,41.65,3.6,7.52
11337,2025-03-04 15:00:46.984603,Afternoon,High,Light,Urgent,Low,1.08,33.41,37.41,37.76,Rainy,None,High,High,30.99,7.44,7.85
11338,2025-03-03 23:18:11.984603,Night,Medium,Light,Standard,Medium,1.08,37.56,46.67,41.7,Rainy,Festival,Low,High,34.93,2.58,11.91
11339,2025-03-03 11:59:24.984603,Morning,Low,Light,Urgent,Low,1.08,36.24,43.84,37.79,Clear,Festival,Low,Low,36.24,2.25,9.29
11340,2025-02-27 00:26:13.984603,Night,High,Heavy,Flexible,Medium,1.08,43.15,44.94,41.54,Clear,None,Medium,Low,49.84,4.06,8.71
11341,2025-03-04 06:15:57.984603,Morning,Low,Light,Urgent,High,1.08,8.94,16.72,5.069999999999999,Snowy,Holiday,Medium,Medium,8.94,5.7,14.68
11342,2025-03-03 07:04:02.984603,Morning,High,Moderate,Flexible,Low,1.08,21.97,25.95,26.36,Clear,None,Medium,Low,23.07,8.95,14.76
11343,2025-02-27 23:40:48.984603,Night,Low,Light,Standard,Low,1.08,27.62,28.83,31.82,Snowy,Holiday,High,High,24.4,7.82,17.37
11344,2025-03-03 15:25:00.984603,Afternoon,Medium,Moderate,Urgent,Medium,1.08,29.6,34.95,32.03,Rainy,None,Medium,Medium,29.6,7.94,11.27
11345,2025-02-28 17:07:23.984603,Afternoon,Low,Light,Flexible,Medium,1.08,47.41,56.36,51.75,Clear,Concert,Medium,Low,47.41,5.4,6.1
11346,2025-02-28 10:12:53.984603,Morning,Medium,Moderate,Flexible,Medium,1.08,6.91,11.91,3.31,Snowy,None,Low,Low,6.91,4.77,9.1
11347,2025-02-27 09:39:12.984603,Morning,Medium,Light,Standard,Medium,1.08,43.99,53.89,40.08,Stormy,Holiday,Low,Low,43.99,4.97,19.7
11348,2025-03-04 04:26:51.984603,Night,Low,Heavy,Standard,High,1.08,29.84,32.44,26.76,Clear,Holiday,Medium,Medium,32.82,9.9,13.94
11349,2025-02-27 09:34:17.984603,Morning,Medium,Light,Standard,Medium,1.08,29.96,34.120000000000005,27.11,Clear,None,High,Low,28.46,2.32,15.65
11350,2025-02-28 00:14:31.984603,Night,Medium,Light,Flexible,Medium,1.08,19.41,20.56,22.68,Stormy,Concert,Medium,Medium,19.41,8.94,5.11
11351,2025-03-04 13:13:10.984603,Afternoon,Low,Heavy,Standard,Medium,1.08,33.96,35.410000000000004,38.18,Stormy,Festival,Medium,High,34.74,6.63,12.77
11352,2025-02-28 09:54:37.984603,Morning,High,Moderate,Flexible,Medium,1.08,34.09,38.28,31.250000000000004,Stormy,Holiday,High,Low,34.0,5.51,5.56
11353,2025-02-28 11:23:42.984603,Morning,Medium,Light,Urgent,Low,1.08,13.52,19.28,13.15,Stormy,Holiday,Low,Medium,13.52,7.8,13.54
11354,2025-03-02 07:10:35.984603,Morning,Medium,Heavy,Standard,Medium,1.08,35.47,38.6,35.01,Clear,None,Low,Low,39.02,5.89,18.81
11355,2025-03-01 12:29:21.984603,Afternoon,Medium,Light,Standard,High,1.08,17.0,19.5,13.78,Stormy,None,Medium,Low,17.0,8.99,19.53
11356,2025-02-28 01:18:38.984603,Night,Medium,Light,Flexible,Medium,1.08,36.0,40.79,39.53,Clear,None,Medium,Medium,36.0,9.21,13.11
11357,2025-02-28 20:44:52.984603,Night,Low,Heavy,Urgent,Medium,1.08,32.54,35.08,32.76,Clear,None,High,Low,34.0,5.37,11.87
11358,2025-03-05 11:26:09.984603,Morning,Medium,Light,Standard,Low,1.08,37.22,43.9,37.88,Clear,None,Low,Medium,37.22,4.21,19.18
11359,2025-02-28 14:13:48.984603,Afternoon,Medium,Heavy,Urgent,Medium,1.08,5.89,15.489999999999998,3.47,Clear,Holiday,Medium,Medium,6.48,6.74,15.1
11360,2025-03-04 08:24:37.984603,Morning,Medium,Light,Flexible,Medium,1.08,10.64,18.9,11.23,Rainy,None,Medium,Medium,10.64,9.3,5.97
11361,2025-02-26 20:44:56.984603,Night,High,Moderate,Standard,Medium,1.08,42.81,45.75,45.74,Clear,None,Medium,High,41.8,3.69,11.99
11362,2025-03-04 02:05:27.984603,Night,Medium,Moderate,Standard,Medium,1.08,22.13,31.69,20.18,Clear,Holiday,Low,Medium,22.13,6.98,8.6
11363,2025-03-03 13:34:22.984603,Afternoon,Low,Heavy,Flexible,Low,1.08,42.65,50.41,38.78,Clear,None,Medium,Medium,46.92,7.05,12.05
11364,2025-02-28 04:43:12.984603,Night,Low,Moderate,Standard,High,1.08,7.82,10.21,8.66,Rainy,None,Medium,High,7.27,7.86,11.83
11365,2025-03-02 06:27:09.984603,Morning,Low,Light,Flexible,Medium,1.08,39.62,45.83,40.98,Clear,None,Medium,High,36.85,3.05,13.73
11366,2025-03-01 13:50:18.984603,Afternoon,Low,Moderate,Standard,Medium,1.08,8.77,18.47,5.789999999999999,Clear,None,Medium,Medium,8.77,7.73,10.35
11367,2025-03-01 04:29:46.984603,Night,Medium,Light,Standard,High,1.08,26.07,27.94,23.55,Stormy,Festival,Medium,Low,26.07,9.27,7.46
11368,2025-03-01 04:59:57.984603,Night,Low,Moderate,Standard,Low,1.08,47.19,50.63,43.72,Clear,Concert,High,Low,44.83,3.44,12.56
11369,2025-02-28 08:26:11.984603,Morning,Low,Heavy,Standard,High,1.08,8.5,12.87,12.71,Clear,None,Low,Medium,9.35,3.9,17.45
11370,2025-03-03 14:29:54.984603,Afternoon,Low,Moderate,Standard,Medium,1.08,20.78,22.82,17.91,Snowy,None,Low,High,19.33,9.77,14.96
11371,2025-02-28 03:06:42.984603,Night,Low,Moderate,Flexible,Medium,1.08,28.33,32.02,23.44,Clear,Festival,Medium,Medium,28.33,3.45,10.08
11372,2025-03-04 09:11:26.984603,Morning,Low,Light,Standard,Medium,1.08,45.48,52.71,48.88,Clear,Concert,Medium,Medium,45.48,8.84,19.03
11373,2025-03-02 07:11:11.984603,Morning,Low,Moderate,Urgent,Medium,1.08,19.97,25.27,23.0,Rainy,None,Medium,Medium,19.97,5.94,18.68
11374,2025-03-05 10:42:16.984603,Morning,Medium,Light,Standard,Low,1.08,41.32,46.11,40.89,Stormy,Concert,Medium,Medium,41.32,3.98,8.14
11375,2025-03-01 11:10:12.984603,Morning,Medium,Moderate,Flexible,High,1.08,37.32,42.21,40.29,Stormy,None,Low,Low,37.32,8.97,5.59
11376,2025-03-01 19:15:36.984603,Night,Low,Light,Standard,High,1.08,18.82,26.66,18.32,Clear,None,Low,High,17.5,5.56,16.12
11377,2025-03-02 21:17:45.984603,Night,Medium,Moderate,Standard,Medium,1.08,20.34,30.26,17.59,Stormy,None,Low,High,18.92,6.12,17.41
11378,2025-03-04 11:28:16.984603,Morning,Medium,Light,Standard,High,1.08,13.6,19.9,12.86,Stormy,Festival,High,Medium,12.92,4.87,19.52
11379,2025-03-03 12:17:02.984603,Afternoon,Low,Moderate,Standard,High,1.08,36.18,43.94,36.05,Clear,Holiday,High,Medium,34.37,6.74,18.35
11380,2025-02-27 20:40:13.984603,Night,Low,Light,Flexible,Medium,1.08,30.34,34.69,25.43,Clear,None,Low,Medium,30.34,3.31,14.01
11381,2025-03-04 21:09:47.984603,Night,Medium,Heavy,Urgent,Medium,1.08,11.97,20.72,8.100000000000001,Stormy,Holiday,Low,Low,13.17,5.13,12.95
11382,2025-03-05 11:46:42.984603,Morning,Medium,Light,Standard,Low,1.08,32.9,37.68,36.65,Clear,None,Low,Medium,32.9,9.76,5.42
11383,2025-03-04 03:05:29.984603,Night,Low,Moderate,Flexible,High,1.08,27.44,36.86,26.36,Clear,None,Low,Medium,27.44,4.07,8.7
11384,2025-03-01 20:57:46.984603,Night,Low,Light,Flexible,High,1.08,9.17,16.86,7.48,Clear,None,High,Medium,8.71,7.25,11.89
11385,2025-03-04 16:25:40.984603,Afternoon,High,Moderate,Standard,Low,1.08,47.92,55.29,51.8,Clear,Holiday,Medium,Medium,50.32,4.6,14.43
11386,2025-02-26 21:23:57.984603,Night,Low,Light,Standard,Medium,1.08,42.56,46.17,39.11,Clear,None,Low,Low,42.56,8.19,13.36
11387,2025-03-04 09:09:33.984603,Morning,Low,Moderate,Standard,High,1.08,8.2,16.369999999999997,5.369999999999999,Clear,None,Medium,High,7.63,3.05,16.14
11388,2025-03-01 20:57:45.984603,Night,High,Light,Urgent,Low,1.08,46.91,48.86,50.19,Clear,None,Low,High,45.81,9.76,9.2
11389,2025-03-01 03:45:25.984603,Night,High,Moderate,Flexible,Medium,1.08,46.25,52.09,44.05,Snowy,Holiday,Medium,Low,48.56,5.63,13.47
11390,2025-03-03 14:13:44.984603,Afternoon,Medium,Light,Urgent,Medium,1.08,6.9,14.52,8.23,Clear,None,Medium,Medium,6.9,3.89,6.32
11391,2025-02-26 15:53:04.984603,Afternoon,Medium,Light,Standard,Medium,1.08,14.07,23.02,16.47,Clear,None,Medium,High,13.09,2.59,11.2
11392,2025-02-28 04:38:56.984603,Night,Low,Moderate,Standard,Low,1.08,36.61,42.74,33.84,Snowy,None,Low,High,34.05,3.36,16.25
11393,2025-03-01 05:16:11.984603,Morning,Low,Light,Urgent,Medium,1.08,47.06,50.38,44.59,Stormy,None,Medium,Medium,47.06,6.16,15.4
11394,2025-02-28 23:47:49.984603,Night,Medium,Light,Standard,Medium,1.08,42.04,50.68,42.2,Clear,Holiday,Medium,Medium,42.04,4.7,19.86
11395,2025-03-05 01:52:53.984603,Night,Low,Heavy,Standard,High,1.08,17.69,25.6,20.61,Clear,Festival,Low,Low,19.46,8.63,9.17
11396,2025-03-02 10:31:55.984603,Morning,Medium,Heavy,Urgent,Medium,1.08,6.5,8.879999999999999,7.04,Rainy,None,Low,High,6.65,5.45,12.47
11397,2025-02-28 05:53:13.984603,Morning,High,Moderate,Standard,Medium,1.08,26.28,35.13,21.950000000000003,Snowy,Holiday,Medium,High,25.66,3.99,9.94
11398,2025-03-01 19:56:34.984603,Night,High,Light,Standard,Medium,1.08,9.14,18.78,7.65,Clear,None,Medium,Medium,9.6,6.94,11.61
11399,2025-03-03 16:00:30.984603,Afternoon,Low,Light,Urgent,Low,1.08,16.04,21.88,14.35,Clear,None,Low,High,14.92,7.65,17.85
11400,2025-03-03 18:40:00.984603,Night,Medium,Moderate,Standard,High,1.08,33.8,35.15,36.88,Stormy,None,Low,Low,33.8,3.34,15.26
11401,2025-03-04 09:02:37.984603,Morning,Medium,Light,Standard,High,1.08,27.28,36.52,25.18,Clear,Holiday,Low,Medium,27.28,3.34,18.24
11402,2025-03-02 11:19:40.984603,Morning,High,Heavy,Standard,Medium,1.08,21.95,24.05,25.96,Stormy,Concert,Medium,Medium,25.35,2.29,8.05
11403,2025-03-02 03:58:10.984603,Night,Low,Light,Standard,Medium,1.08,46.85,53.55,45.2,Rainy,Holiday,Low,Low,46.85,7.89,18.1
11404,2025-03-01 19:33:45.984603,Night,Low,Heavy,Flexible,Medium,1.08,13.68,18.29,10.62,Clear,None,Medium,High,13.99,7.31,5.9
11405,2025-03-05 04:57:37.984603,Night,Low,Moderate,Standard,Medium,1.08,26.94,36.870000000000005,27.34,Clear,Holiday,Medium,High,25.05,5.8,18.33
11406,2025-03-03 14:11:08.984603,Afternoon,Medium,Moderate,Flexible,Low,1.08,30.81,40.06,29.67,Rainy,Concert,Medium,High,28.65,8.75,9.94
11407,2025-03-01 03:02:14.984603,Night,Medium,Light,Standard,Medium,1.08,19.49,27.55,20.97,Stormy,None,Medium,Medium,19.49,8.45,9.72
11408,2025-03-01 22:48:59.984603,Night,Medium,Heavy,Urgent,High,1.08,36.74,39.53,40.900000000000006,Stormy,Festival,Medium,High,37.59,6.68,12.68
11409,2025-02-27 03:25:07.984603,Night,Medium,Light,Standard,Low,1.08,44.03,51.32,48.44,Stormy,None,High,Low,41.83,8.95,19.11
11410,2025-03-03 12:44:29.984603,Afternoon,Low,Moderate,Flexible,Medium,1.08,29.37,35.52,26.64,Clear,Concert,Medium,Low,29.37,3.65,5.72
11411,2025-02-28 23:46:22.984603,Night,Medium,Heavy,Flexible,Low,1.08,40.16,42.38,36.78,Rainy,None,Medium,Medium,44.18,2.9,10.28
11412,2025-03-03 09:47:37.984603,Morning,Low,Light,Standard,Low,1.08,7.74,15.89,12.14,Clear,Holiday,Medium,Low,7.74,4.16,17.85
11413,2025-03-05 03:50:28.984603,Night,High,Moderate,Urgent,Medium,1.08,11.92,13.7,15.04,Rainy,Holiday,Medium,High,11.64,2.46,10.94
11414,2025-03-02 17:12:49.984603,Afternoon,High,Moderate,Standard,Medium,1.08,25.79,31.12,23.41,Clear,None,Medium,Medium,27.08,6.25,7.99
11415,2025-02-28 18:38:47.984603,Night,High,Light,Flexible,High,1.08,46.45,51.290000000000006,49.5,Stormy,Festival,Low,Medium,48.77,9.49,11.37
11416,2025-03-03 01:06:09.984603,Night,High,Moderate,Standard,Medium,1.08,28.92,37.18,31.33,Rainy,None,Medium,High,28.24,2.31,10.78
11417,2025-03-01 07:42:50.984603,Morning,Low,Light,Standard,Medium,1.08,24.45,29.3,21.99,Rainy,None,Low,Medium,24.45,2.98,18.73
11418,2025-03-01 09:08:52.984603,Morning,Low,Light,Standard,Medium,1.08,32.0,39.25,36.06,Stormy,Concert,Low,Medium,32.0,5.62,16.43
11419,2025-03-04 21:35:58.984603,Night,Medium,Moderate,Standard,High,1.08,10.6,15.9,8.82,Clear,None,Low,Medium,10.6,9.47,12.58
11420,2025-03-01 06:49:59.984603,Morning,High,Moderate,Standard,Low,1.08,34.42,40.66,34.22,Clear,None,High,Medium,34.33,4.53,19.83
11421,2025-03-02 12:24:54.984603,Afternoon,Low,Light,Standard,Medium,1.08,9.23,12.4,10.32,Clear,Holiday,Low,Medium,9.23,6.06,11.98
11422,2025-03-04 09:34:02.984603,Morning,Low,Heavy,Standard,High,1.08,30.96,33.78,27.87,Snowy,Holiday,Medium,High,31.67,2.33,5.87
11423,2025-02-26 19:57:04.984603,Night,High,Heavy,Flexible,Low,1.08,37.15,44.54,38.26,Clear,Festival,High,High,37.91,3.19,8.93
11424,2025-03-03 12:26:53.984603,Afternoon,Low,Moderate,Urgent,High,1.08,23.52,25.62,25.58,Clear,Holiday,Medium,Medium,23.52,9.89,11.54
11425,2025-03-03 08:14:34.984603,Morning,Medium,Moderate,Standard,Medium,1.08,45.99,48.57,42.010000000000005,Snowy,Concert,Medium,Medium,45.99,9.72,7.35
11426,2025-03-01 18:37:02.984603,Night,Medium,Light,Flexible,Low,1.08,11.84,21.31,10.63,Stormy,Festival,Medium,High,11.01,2.04,19.21
11427,2025-02-27 12:22:49.984603,Afternoon,Low,Moderate,Urgent,Medium,1.08,12.69,15.97,13.81,Stormy,None,Medium,Medium,12.69,9.61,16.5
11428,2025-03-01 19:25:46.984603,Night,Low,Moderate,Standard,Low,1.08,28.26,32.17,32.52,Clear,None,Low,High,26.28,7.11,9.02
11429,2025-03-02 21:34:15.984603,Night,Medium,Light,Flexible,Medium,1.08,46.92,53.620000000000005,50.83,Stormy,Holiday,High,High,41.45,8.94,13.86
11430,2025-03-03 11:58:19.984603,Morning,Medium,Moderate,Standard,Medium,1.08,22.58,27.54,19.28,Rainy,None,Low,High,21.0,5.64,15.82
11431,2025-03-03 04:16:06.984603,Night,High,Light,Urgent,Low,1.08,46.69,52.72,47.8,Rainy,None,High,High,43.31,6.12,19.12
11432,2025-03-02 12:29:13.984603,Afternoon,Medium,Light,Standard,High,1.08,36.21,38.51,32.19,Clear,Holiday,Low,High,33.68,5.91,18.22
11433,2025-03-01 08:13:32.984603,Morning,Low,Moderate,Flexible,Medium,1.08,40.21,47.26,38.15,Stormy,Festival,Medium,Medium,40.21,7.33,12.73
11434,2025-03-02 13:12:16.984603,Afternoon,Medium,Moderate,Standard,Medium,1.08,47.2,49.61,48.17,Clear,None,Medium,Medium,47.2,3.12,16.62
11435,2025-02-28 09:33:38.984603,Morning,Medium,Moderate,Standard,Medium,1.08,30.75,38.48,26.56,Clear,None,High,High,27.17,2.24,13.43
11436,2025-02-28 11:53:41.984603,Morning,Low,Moderate,Urgent,Low,1.08,33.87,39.58,37.76,Rainy,None,Medium,Low,33.87,4.46,13.29
11437,2025-03-01 06:48:19.984603,Morning,Medium,Heavy,Flexible,High,1.08,31.05,39.4,34.34,Clear,None,High,Medium,32.45,7.64,6.72
11438,2025-03-02 08:32:23.984603,Morning,Low,Moderate,Standard,High,1.08,40.32,42.87,40.05,Clear,None,Medium,High,37.5,3.61,6.89
11439,2025-02-27 01:54:36.984603,Night,Low,Moderate,Flexible,Low,1.08,17.3,21.700000000000003,17.220000000000002,Clear,Holiday,Medium,Medium,17.3,7.39,12.94
11440,2025-03-04 12:36:28.984603,Afternoon,Low,Light,Standard,Medium,1.08,40.46,49.08,44.27,Stormy,None,Medium,Medium,40.46,9.76,9.03
11441,2025-03-04 22:11:08.984603,Night,Medium,Light,Urgent,Medium,1.08,37.11,45.3,32.61,Clear,None,Low,Medium,37.11,2.75,5.32
11442,2025-02-27 10:35:22.984603,Morning,Medium,Light,Flexible,Medium,1.08,32.09,41.78,28.530000000000005,Stormy,Concert,Medium,Medium,32.09,7.38,15.84
11443,2025-03-04 23:50:58.984603,Night,Medium,Moderate,Standard,High,1.08,6.75,9.75,4.83,Rainy,Holiday,Low,High,6.28,5.55,5.49
11444,2025-03-01 15:51:35.984603,Afternoon,Medium,Moderate,Standard,Low,1.08,39.85,45.7,38.49,Rainy,None,Medium,High,37.06,8.95,13.93
11445,2025-03-02 18:21:24.984603,Night,High,Light,Standard,Medium,1.08,10.96,12.12,15.830000000000002,Clear,None,Medium,High,10.7,3.42,13.09
11446,2025-03-05 11:01:11.984603,Morning,Low,Light,Standard,Low,1.08,48.29,57.98,44.76,Stormy,None,High,Low,45.88,7.54,19.53
11447,2025-03-01 11:16:25.984603,Morning,Low,Light,Standard,Medium,1.08,8.67,11.25,6.7,Clear,Festival,Medium,Medium,8.67,8.7,12.26
11448,2025-02-28 08:25:00.984603,Morning,Low,Light,Urgent,Medium,1.08,37.41,46.55,40.69,Clear,None,Medium,Medium,37.41,9.56,5.95
11449,2025-02-28 09:05:20.984603,Morning,Low,Heavy,Standard,High,1.08,21.22,28.32,24.06,Rainy,Festival,Medium,Low,23.34,7.47,13.28
11450,2025-03-03 00:33:49.984603,Night,Medium,Moderate,Standard,High,1.08,38.11,47.54,39.66,Snowy,Concert,High,High,33.67,5.98,17.62
11451,2025-02-26 14:19:53.984603,Afternoon,Medium,Light,Standard,Low,1.08,28.35,31.58,26.64,Clear,None,High,Medium,26.93,6.94,19.95
11452,2025-02-27 06:28:47.984603,Morning,Medium,Moderate,Urgent,High,1.08,33.33,37.44,29.51,Rainy,None,Medium,Medium,33.33,8.95,11.46
11453,2025-02-27 02:50:34.984603,Night,Low,Moderate,Flexible,Medium,1.08,8.39,10.87,13.23,Snowy,Concert,Medium,Medium,8.39,6.56,9.8
11454,2025-03-01 19:09:24.984603,Night,Medium,Moderate,Flexible,Medium,1.08,48.49,53.29,46.0,Stormy,None,Low,Low,48.49,2.24,18.6
11455,2025-03-03 16:28:23.984603,Afternoon,Medium,Light,Standard,Low,1.08,5.17,14.7,8.620000000000001,Clear,None,Low,High,4.81,9.45,7.87
11456,2025-03-01 21:47:50.984603,Night,Low,Moderate,Standard,Low,1.08,47.35,53.49,51.3,Rainy,None,High,Low,44.98,7.52,14.23
11457,2025-02-28 10:11:32.984603,Morning,Medium,Light,Urgent,Medium,1.08,30.57,35.32,29.98,Clear,None,High,Medium,29.04,7.41,11.09
11458,2025-03-05 09:30:25.984603,Morning,High,Heavy,Flexible,High,1.08,16.62,20.54,20.130000000000003,Stormy,None,Medium,Low,19.2,3.73,5.62
11459,2025-03-03 13:54:23.984603,Afternoon,Medium,Moderate,Urgent,Medium,1.08,33.7,39.96,31.49,Clear,Festival,High,Medium,32.02,7.27,10.21
11460,2025-02-26 23:35:38.984603,Night,Medium,Moderate,Urgent,High,1.08,35.28,42.79,39.18,Stormy,None,Medium,Medium,35.28,5.15,8.98
11461,2025-03-03 00:23:19.984603,Night,Medium,Light,Standard,High,1.08,37.86,42.52,39.22,Snowy,Concert,Medium,High,35.21,7.21,15.29
11462,2025-03-03 16:22:04.984603,Afternoon,Low,Light,Standard,Medium,1.08,5.74,8.82,2.68,Snowy,None,Medium,High,5.34,2.85,19.23
11463,2025-03-01 08:43:57.984603,Morning,Medium,Light,Flexible,High,1.08,49.23,55.5,52.1,Stormy,None,Medium,Low,49.23,7.26,9.02
11464,2025-03-03 22:29:34.984603,Night,Low,Heavy,Flexible,Low,1.08,32.81,37.1,36.95,Clear,None,Medium,Low,36.09,10.0,17.17
11465,2025-03-02 02:59:30.984603,Night,Low,Light,Urgent,Low,1.08,21.99,31.94,22.69,Clear,Festival,Medium,High,20.45,2.39,5.83
11466,2025-03-01 23:17:51.984603,Night,Medium,Light,Standard,Medium,1.08,30.68,35.65,33.28,Rainy,None,Medium,High,28.53,9.82,13.07
11467,2025-03-02 10:07:04.984603,Morning,High,Heavy,Flexible,Medium,1.08,13.03,17.939999999999998,15.98,Rainy,Holiday,Medium,Medium,15.05,5.26,6.06
11468,2025-02-26 18:51:10.984603,Night,Medium,Moderate,Standard,Medium,1.08,16.13,24.69,19.0,Clear,None,High,Low,15.32,8.97,19.01
11469,2025-03-02 06:34:24.984603,Morning,Medium,Moderate,Urgent,Medium,1.08,8.86,12.12,8.399999999999999,Clear,Concert,Medium,Medium,8.86,8.26,16.5
11470,2025-02-28 18:39:54.984603,Night,High,Light,Standard,High,1.08,44.57,46.16,46.97,Snowy,None,Medium,Medium,46.8,6.54,14.87
11471,2025-03-05 03:54:40.984603,Night,High,Moderate,Standard,Medium,1.08,16.32,25.0,16.81,Stormy,None,Medium,High,15.94,7.91,17.36
11472,2025-03-01 15:12:31.984603,Afternoon,Medium,Light,Standard,Medium,1.08,38.29,44.59,37.44,Clear,Holiday,Low,Medium,38.29,9.03,14.71
